booking_id,passenger_key,flight_key,status,booking_date,seat_number
B1299,94.0,SJ020_2026-04-19_221841,CONFIRMED,2025-09-11 11:37:36.951,16F
B1300,389.0,6F070_2026-04-19_232341,PENDING,2025-06-14 11:37:36.951,21C
B1301,780.0,AI051_2026-04-20_012741,CONFIRMED,2025-09-03 11:37:36.951,12A
B1302,649.0,UK219_2026-04-19_220341,PENDING,2025-12-27 11:37:36.951,3D
B1303,853.0,AI235_2026-04-19_224541,CONFIRMED,2025-12-13 11:37:36.951,20A
B1304,232.0,6F022_2026-04-19_214641,UNKNOWN,2025-12-13 11:37:36.951,18E
B1305,487.0,SJ114_2026-04-19_224241,PENDING,2025-09-28 11:37:36.951,13C
B1306,519.0,SJ076_2026-04-19_230141,CONFIRMED,2025-12-01 11:37:36.951,30A
B1307,104.0,UK227_2026-04-19_215741,PENDING,2026-01-26 11:37:36.951,32E
B1308,880.0,UK135_2026-04-19_235041,CANCELLED,2025-07-22 11:37:36.951,30D
B1309,283.0,AI234_2026-04-19_235041,CONFIRMED,2025-05-06 11:37:36.951,30F
B1310,893.0,6F113_2026-04-19_210441,PENDING,2025-08-20 11:37:36.951,5D
B1311,420.0,SJ206_2026-04-19_204341,PENDING,2025-11-16 11:37:36.951,9D
B1312,638.0,AI015_2026-04-19_232141,UNKNOWN,2026-03-29 11:37:36.951,6E
B1313,793.0,6F260_2026-04-19_215141,CANCELLED,2025-05-16 11:37:36.951,33E
B1314,421.0,AI061_2026-04-19_233141,CONFIRMED,2025-04-28 11:37:36.951,19C
B1315,771.0,6F237_2026-04-19_214141,PENDING,2026-03-26 11:37:36.951,9C
B1316,84.0,SJ099_2026-04-19_221441,PENDING,2026-01-06 11:37:36.951,27C
B1317,48.0,SJ146_2026-04-19_223741,CANCELLED,2026-02-24 11:37:36.951,21F
B1318,719.0,SJ146_2026-04-19_223741,CANCELLED,2025-05-23 11:37:36.951,29B
B1319,476.0,6F071_2026-04-19_201841,CONFIRMED,2025-05-04 11:37:36.951,4C
B1320,725.0,6F272_2026-04-19_233541,PENDING,2025-08-13 11:37:36.951,6C
B1321,90.0,SJ029_2026-04-19_225541,PENDING,2026-02-12 11:37:36.951,13A
B1322,,UK084_2026-04-19_204441,CONFIRMED,2025-07-27 11:37:36.951,6E
B1323,807.0,SJ048_2026-04-19_224341,CONFIRMED,2026-02-06 11:37:36.951,14D
B1324,338.0,AI108_2026-04-19_213241,CANCELLED,2026-02-04 11:37:36.951,33B
B1325,529.0,SJ134_2026-04-19_195841,CANCELLED,2025-08-11 11:37:36.951,3B
B1326,830.0,UK146_2026-04-19_214041,CONFIRMED,2025-10-31 11:37:36.951,14F
B1327,509.0,SJ036_2026-04-19_202441,CONFIRMED,2025-09-24 11:37:36.951,26C
B1328,585.0,6F202_2026-04-19_201841,PENDING,2025-11-01 11:37:36.951,33B
B1329,215.0,UK041_2026-04-19_223741,CONFIRMED,2026-02-13 11:37:36.951,22C
B1330,30.0,6F078_2026-04-19_220441,CONFIRMED,2025-12-06 11:37:36.951,23A
B1331,262.0,AI097_2026-04-19_184241,PENDING,2025-07-03 11:37:36.951,22C
B1332,578.0,UK159_2026-04-19_204541,CONFIRMED,2026-01-15 11:37:36.951,7D
B1333,527.0,UK044_2026-04-19_203141,CANCELLED,2025-09-06 11:37:36.951,12B
B1334,495.0,6F176_2026-04-19_202342,CANCELLED,2025-09-27 11:37:36.951,6F
B1335,106.0,SJ221_2026-04-19_183141,PENDING,2026-02-11 11:37:36.951,4A
B1336,185.0,6F112_2026-04-19_210041,CONFIRMED,2025-07-03 11:37:36.951,22A
B1337,27.0,6F246_2026-04-19_210041,UNKNOWN,2025-10-20 11:37:36.951,4C
B1338,,6F014_2026-04-19_194241,CANCELLED,2026-02-21 11:37:36.951,14C
B1339,433.0,AI237_2026-04-19_195841,CANCELLED,2025-09-17 11:37:36.951,28A
B1340,627.0,6F003_2026-04-19_200641,CANCELLED,2025-12-14 11:37:36.951,12E
B1341,231.0,6F249_2026-04-19_200641,CONFIRMED,2025-07-04 11:37:36.951,5A
B1342,713.0,UK149_2026-04-19_182241,CONFIRMED,2025-04-29 11:37:36.951,4A
B1343,,SJ163_2026-04-19_183241,CONFIRMED,2026-03-08 11:37:36.951,9F
B1344,825.0,SJ243_2026-04-19_181741,CONFIRMED,2026-03-28 11:37:36.951,1D
B1345,350.0,UK113_2026-04-19_183441,CANCELLED,2025-06-06 11:37:36.951,1A
B1346,57.0,AI071_2026-04-19_195541,PENDING,2025-06-07 11:37:36.951,30E
B1347,471.0,6F271_2026-04-19_193341,PENDING,2026-02-07 11:37:36.951,22A
B1348,390.0,SJ015_2026-04-19_214041,CANCELLED,2025-06-05 11:37:36.951,27E
B1349,528.0,UK047_2026-04-19_184041,CANCELLED,2025-11-19 11:37:36.951,9E
B1350,491.0,UK020_2026-04-19_212341,PENDING,2026-02-04 11:37:36.951,12A
B1351,621.0,AI122_2026-04-19_182541,PENDING,2025-09-03 11:37:36.951,27F
B1352,130.0,UK223_2026-04-19_215841,CANCELLED,2025-10-20 11:37:36.951,17D
B1353,,6F148_2026-04-19_202341,CANCELLED,2025-09-19 11:37:36.951,15F
B1354,271.0,SJ162_2026-04-19_201141,CONFIRMED,2025-12-14 11:37:36.951,34A
B1355,609.0,6F127_2026-04-19_182741,CONFIRMED,2026-03-30 11:37:36.951,28B
B1356,281.0,AI173_2026-04-19_173641,PENDING,2025-11-10 11:37:36.951,11F
B1357,430.0,6F065_2026-04-19_194041,UNKNOWN,2026-02-05 11:37:36.951,14A
B1358,357.0,AI053_2026-04-19_180441,PENDING,2025-06-22 11:37:36.951,20A
B1359,581.0,AI241_2026-04-19_201141,CONFIRMED,2025-10-22 11:37:36.951,14E
B1360,405.0,AI105_2026-04-19_201641,UNKNOWN,2025-06-15 11:37:36.951,18D
B1361,678.0,AI110_2026-04-19_170741,PENDING,2025-08-24 11:37:36.951,13F
B1362,723.0,AI252_2026-04-19_173041,CONFIRMED,2025-10-22 11:37:36.951,15B
B1363,157.0,AI149_2026-04-19_181941,CANCELLED,2025-12-14 11:37:36.951,3B
B1364,525.0,AI224_2026-04-19_165141,PENDING,2025-09-09 11:37:36.951,23F
B1365,29.0,UK158_2026-04-19_204941,CANCELLED,2025-07-03 11:37:36.951,15B
B1366,44.0,6F125_2026-04-19_170941,CANCELLED,2025-05-05 11:37:36.951,25E
B1367,120.0,UK164_2026-04-19_164641,CONFIRMED,2025-12-14 11:37:36.951,18A
B1368,,UK007_2026-04-19_185041,CANCELLED,2025-12-26 11:37:36.951,1E
B1369,873.0,6F118_2026-04-19_195241,PENDING,2026-03-18 11:37:36.951,15F
B1370,752.0,SJ004_2026-04-19_175241,CANCELLED,2026-01-01 11:37:36.951,19C
B1371,564.0,6F206_2026-04-19_163941,CANCELLED,2025-09-25 11:37:36.951,15E
B1372,529.0,SJ130_2026-04-19_165341,CANCELLED,2025-05-11 11:37:36.951,11D
B1373,53.0,SJ070_2026-04-19_185541,CANCELLED,2026-02-14 11:37:36.951,22F
B1374,98.0,AI085_2026-04-19_154541,CANCELLED,2025-04-24 11:37:36.951,7F
B1375,725.0,SJ109_2026-04-19_172441,CONFIRMED,2025-09-02 11:37:36.951,15B
B1376,,AI168_2026-04-19_155041,PENDING,2025-08-24 11:37:36.951,16B
B1377,688.0,UK123_2026-04-19_172441,CONFIRMED,2025-10-24 11:37:36.951,26A
B1378,735.0,UK110_2026-04-19_152641,PENDING,2026-01-16 11:37:36.951,30D
B1379,615.0,AI206_2026-04-19_163041,PENDING,2025-11-02 11:37:36.951,31C
B1380,347.0,6F007_2026-04-19_185541,PENDING,2026-04-16 11:37:36.951,6B
B1381,880.0,SJ013_2026-04-19_152541,PENDING,2025-11-11 11:37:36.951,33A
B1382,,UK061_2026-04-19_175841,PENDING,2025-09-19 11:37:36.951,20D
B1383,892.0,AI010_2026-04-19_150041,CANCELLED,2025-09-24 11:37:36.951,8C
B1384,259.0,AI024_2026-04-19_183841,CONFIRMED,2025-05-16 11:37:36.951,11D
B1385,66.0,UK130_2026-04-19_153641,CONFIRMED,2025-06-08 11:37:36.951,30B
B1386,687.0,AI161_2026-04-19_164041,CANCELLED,2026-03-12 11:37:36.951,10A
B1387,,SJ208_2026-04-19_183241,PENDING,2025-07-23 11:37:36.951,24F
B1388,792.0,6F038_2026-04-19_153641,UNKNOWN,2025-09-23 11:37:36.951,8D
B1389,517.0,6F085_2026-04-19_173241,UNKNOWN,2026-02-22 11:37:36.951,30D
B1390,744.0,SJ028_2026-04-19_150441,CANCELLED,2026-03-09 11:37:36.951,8C
B1391,361.0,SJ084_2026-04-19_183141,CONFIRMED,2025-11-26 11:37:36.951,21F
B1392,471.0,AI139_2026-04-19_182341,CONFIRMED,2026-03-27 11:37:36.951,21D
B1393,24.0,UK179_2026-04-19_142541,PENDING,2026-04-06 11:37:36.951,26E
B1394,283.0,6F256_2026-04-19_184041,PENDING,2025-07-23 11:37:36.951,23F
B1395,116.0,UK023_2026-04-19_141541,UNKNOWN,2026-02-10 11:37:36.951,23B
B1396,,AI039_2026-04-19_152441,UNKNOWN,2025-08-03 11:37:36.951,13E
B1397,515.0,UK190_2026-04-19_154941,CANCELLED,2026-02-05 11:37:36.951,28D
B1398,180.0,6F224_2026-04-19_165341,PENDING,2026-02-04 11:37:36.951,3E
B1399,724.0,UK221_2026-04-19_141841,PENDING,2025-05-31 11:37:36.951,7A
B1400,172.0,SJ107_2026-04-19_141041,CANCELLED,2026-04-02 11:37:36.951,12F
B1401,628.0,UK155_2026-04-19_143441,UNKNOWN,2025-04-20 11:37:36.951,21D
B1402,,UK183_2026-04-19_170741,CANCELLED,2026-03-21 11:37:36.951,7E
B1403,,SJ203_2026-04-19_162241,PENDING,2025-05-08 11:37:36.951,26A
B1404,645.0,6F253_2026-04-19_162641,UNKNOWN,2026-03-07 11:37:36.951,16A
B1405,,AI100_2026-04-19_144241,PENDING,2025-08-26 11:37:36.951,32F
B1406,410.0,6F140_2026-04-19_163041,CONFIRMED,2025-06-24 11:37:36.951,15D
B1407,479.0,UK048_2026-04-19_133641,CONFIRMED,2025-08-26 11:37:36.951,25A
B1408,777.0,SJ204_2026-04-19_163441,CONFIRMED,2025-07-29 11:37:36.951,12F
B1409,318.0,UK105_2026-04-19_170441,CONFIRMED,2026-03-24 11:37:36.951,28C
B1410,881.0,AI098_2026-04-19_160141,CONFIRMED,2026-04-13 11:37:36.951,32C
B1411,593.0,6F013_2026-04-19_131541,CANCELLED,2025-10-12 11:37:36.951,1A
B1412,541.0,6F128_2026-04-19_165641,CANCELLED,2025-11-18 11:37:36.951,28E
B1413,92.0,SJ038_2026-04-19_145741,UNKNOWN,2025-10-05 11:37:36.951,14A
B1414,558.0,SJ182_2026-04-19_164841,CONFIRMED,2026-01-07 11:37:36.951,25F
B1415,848.0,6F199_2026-04-19_151541,PENDING,2026-03-22 11:37:36.951,23B
B1416,,SJ187_2026-04-19_140741,CANCELLED,2025-08-17 11:37:36.951,20B
B1417,508.0,AI182_2026-04-19_124141,PENDING,2025-08-18 11:37:36.951,8E
B1418,251.0,SJ027_2026-04-19_125041,PENDING,2025-05-04 11:37:36.951,19D
B1419,623.0,SJ062_2026-04-19_133741,CONFIRMED,2026-01-20 11:37:36.951,20E
B1420,629.0,SJ161_2026-04-19_162241,CONFIRMED,2026-02-24 11:37:36.951,27B
B1421,885.0,UK058_2026-04-19_134641,UNKNOWN,2025-10-03 11:37:36.951,23C
B1422,567.0,AI181_2026-04-19_132941,CANCELLED,2026-01-04 11:37:36.951,12D
B1423,449.0,AI003_2026-04-19_132741,CONFIRMED,2025-06-12 11:37:36.951,14A
B1424,232.0,6F150_2026-04-19_125541,CANCELLED,2025-11-05 11:37:36.951,11D
B1425,345.0,SJ175_2026-04-19_124641,CANCELLED,2025-06-28 11:37:36.951,34E
B1426,798.0,6F041_2026-04-19_131941,CANCELLED,2025-12-15 11:37:36.951,17C
B1427,495.0,SJ040_2026-04-19_131241,CANCELLED,2026-04-15 11:37:36.951,16E
B1428,239.0,6F020_2026-04-19_145841,CONFIRMED,2025-06-17 11:37:36.951,27C
B1429,552.0,AI248_2026-04-19_151741,CANCELLED,2025-05-08 11:37:36.951,27B
B1430,,SJ016_2026-04-19_130141,CONFIRMED,2026-02-08 11:37:36.951,11A
B1431,785.0,UK204_2026-04-19_144641,CONFIRMED,2025-11-21 11:37:36.951,31C
B1432,297.0,6F211_2026-04-19_112941,CANCELLED,2025-09-02 11:37:36.951,9B
B1433,107.0,SJ166_2026-04-19_125141,CONFIRMED,2025-05-07 11:37:36.951,5B
B1434,249.0,AI036_2026-04-19_144541,PENDING,2025-10-19 11:37:36.951,30C
B1435,446.0,SJ215_2026-04-19_143741,CONFIRMED,2025-09-18 11:37:36.951,1E
B1436,254.0,AI076_2026-04-19_153741,CONFIRMED,2026-01-05 11:37:36.951,20B
B1437,248.0,SJ012_2026-04-19_150141,CANCELLED,2025-11-28 11:37:36.951,24A
B1438,691.0,AI073_2026-04-19_140841,UNKNOWN,2026-04-01 11:37:36.951,20D
B1439,750.0,SJ173_2026-04-19_142741,CONFIRMED,2025-11-09 11:37:36.951,27E
B1440,647.0,AI193_2026-04-19_113341,CANCELLED,2026-03-09 11:37:36.951,25E
B1441,802.0,SJ131_2026-04-19_150041,UNKNOWN,2025-09-22 11:37:36.951,13A
B1442,296.0,AI225_2026-04-19_150541,PENDING,2025-06-02 11:37:36.951,11E
B1443,192.0,AI190_2026-04-19_123841,CANCELLED,2025-10-09 11:37:36.951,9E
B1444,654.0,SJ238_2026-04-19_114141,CONFIRMED,2025-12-25 11:37:36.951,7B
B1445,826.0,6F005_2026-04-19_110441,PENDING,2025-12-21 11:37:36.951,5F
B1446,504.0,UK136_2026-04-19_114341,PENDING,2025-09-25 11:37:36.951,23C
B1447,887.0,SJ063_2026-04-19_133841,CONFIRMED,2025-05-21 11:37:36.951,15F
B1448,24.0,6F175_2026-04-19_131841,CANCELLED,2025-11-21 11:37:36.951,9E
B1449,25.0,AI037_2026-04-19_111441,PENDING,2025-05-23 11:37:36.951,19A
B1450,632.0,UK225_2026-04-19_124641,CONFIRMED,2025-11-11 11:37:36.951,21C
B1451,76.0,AI141_2026-04-19_101641,CONFIRMED,2025-05-20 11:37:36.951,15E
B1452,802.0,6F172_2026-04-19_095341,PENDING,2026-01-26 11:37:36.951,3E
B1453,847.0,6F219_2026-04-19_103241,CANCELLED,2026-02-07 11:37:36.951,16F
B1454,614.0,AI045_2026-04-19_115841,PENDING,2025-08-16 11:37:36.951,8E
B1455,,AI198_2026-04-19_105641,CONFIRMED,2026-04-12 11:37:36.951,30A
B1456,153.0,AI120_2026-04-19_121241,PENDING,2025-04-24 11:37:36.951,17F
B1457,630.0,6F134_2026-04-19_124741,CANCELLED,2025-06-11 11:37:36.951,32D
B1458,155.0,UK102_2026-04-19_115841,CONFIRMED,2025-11-19 11:37:36.951,10B
B1459,716.0,SJ199_2026-04-19_112941,CANCELLED,2025-06-10 11:37:36.951,1F
B1460,874.0,6F235_2026-04-19_110641,PENDING,2025-10-01 11:37:36.951,32E
B1461,210.0,UK065_2026-04-19_093841,PENDING,2025-10-14 11:37:36.951,33F
B1462,874.0,6F135_2026-04-19_125941,CANCELLED,2025-12-03 11:37:36.951,26D
B1463,551.0,SJ148_2026-04-19_095141,PENDING,2026-02-10 11:37:36.951,31C
B1464,331.0,AI083_2026-04-19_125441,CANCELLED,2026-03-07 11:37:36.951,6B
B1465,483.0,UK024_2026-04-19_082941,PENDING,2025-07-02 11:37:36.951,5C
B1466,707.0,UK220_2026-04-19_095141,CANCELLED,2025-04-27 11:37:36.951,28B
B1467,,UK115_2026-04-19_112041,CANCELLED,2025-04-30 11:37:36.951,25A
B1468,492.0,AI255_2026-04-19_084541,CONFIRMED,2025-07-16 11:37:36.951,14F
B1469,770.0,6F001_2026-04-19_113341,CONFIRMED,2025-12-25 11:37:36.951,11A
B1470,480.0,6F132_2026-04-19_120041,CANCELLED,2025-05-27 11:37:36.951,24E
B1471,67.0,UK184_2026-04-19_104941,PENDING,2026-03-28 11:37:36.951,8E
B1472,,6F098_2026-04-19_101841,PENDING,2025-06-06 11:37:36.951,3D
B1473,98.0,SJ168_2026-04-19_081741,PENDING,2025-07-19 11:37:36.951,21F
B1474,659.0,SJ178_2026-04-19_095841,CANCELLED,2025-07-28 11:37:36.951,14C
B1475,791.0,UK111_2026-04-19_110641,CANCELLED,2026-03-07 11:37:36.951,2C
B1476,861.0,SJ051_2026-04-19_084041,CANCELLED,2026-02-27 11:37:36.951,32E
B1477,620.0,SJ193_2026-04-19_093741,CANCELLED,2025-07-06 11:37:36.951,18E
B1478,255.0,SJ039_2026-04-19_084141,CONFIRMED,2026-02-24 11:37:36.951,28D
B1479,,UK066_2026-04-19_102941,CANCELLED,2025-12-17 11:37:36.951,22B
B1480,,SJ050_2026-04-19_112441,PENDING,2026-03-14 11:37:36.951,34B
B1481,870.0,6F052_2026-04-19_091341,CONFIRMED,2025-06-11 11:37:36.951,4D
B1482,243.0,SJ170_2026-04-19_101141,PENDING,2025-08-29 11:37:36.951,14E
B1483,374.0,SJ119_2026-04-19_085341,UNKNOWN,2025-06-09 11:37:36.951,26B
B1484,607.0,AI219_2026-04-19_092841,CONFIRMED,2025-05-07 11:37:36.951,13B
B1485,561.0,6F220_2026-04-19_102741,CANCELLED,2025-07-05 11:37:36.951,12D
B1486,707.0,AI207_2026-04-19_082441,CONFIRMED,2025-05-04 11:37:36.951,3D
B1487,771.0,6F024_2026-04-19_073141,PENDING,2026-01-26 11:37:36.951,5E
B1488,668.0,SJ073_2026-04-19_092641,CANCELLED,2025-05-04 11:37:36.951,27E
B1489,16.0,SJ201_2026-04-19_091041,CANCELLED,2025-07-08 11:37:36.951,24F
B1490,674.0,AI180_2026-04-19_101941,CONFIRMED,2026-03-10 11:37:36.951,29B
B1491,,UK022_2026-04-19_062241,CONFIRMED,2025-07-16 11:37:36.951,18F
B1492,713.0,AI202_2026-04-19_084441,CANCELLED,2026-03-27 11:37:36.951,29C
B1493,710.0,6F212_2026-04-19_061041,CONFIRMED,2025-06-01 11:37:36.952,26D
B1494,132.0,6F163_2026-04-19_064941,CANCELLED,2025-06-09 11:37:36.952,23F
B1495,,UK028_2026-04-19_090241,CONFIRMED,2025-10-15 11:37:36.952,27D
B1496,503.0,6F243_2026-04-19_093741,PENDING,2026-03-21 11:37:36.952,7D
B1497,832.0,AI165_2026-04-19_085141,CONFIRMED,2025-09-02 11:37:36.952,11F
B1498,600.0,UK099_2026-04-19_061641,PENDING,2025-07-18 11:37:36.952,3D
B1499,619.0,AI033_2026-04-19_052541,UNKNOWN,2025-06-17 11:37:36.952,17C
B1500,857.0,UK056_2026-04-19_092941,CONFIRMED,2025-04-30 11:37:36.952,22D
B1501,673.0,SJ122_2026-04-19_052241,CANCELLED,2025-09-04 11:37:36.952,23D
B1502,382.0,AI086_2026-04-19_071341,CONFIRMED,2025-10-15 11:37:36.952,23F
B1503,804.0,SJ011_2026-04-19_051441,CONFIRMED,2025-10-17 11:37:36.952,25C
B1504,333.0,SJ021_2026-04-19_054841,PENDING,2025-04-21 11:37:36.952,4E
B1505,583.0,SJ106_2026-04-19_071641,CONFIRMED,2025-11-29 11:37:36.952,8F
B1506,,SJ026_2026-04-19_052241,CANCELLED,2026-01-29 11:37:36.952,9E
B1507,47.0,SJ245_2026-04-19_060741,PENDING,2025-11-27 11:37:36.952,20A
B1508,611.0,AI023_2026-04-19_061041,UNKNOWN,2025-07-31 11:37:36.952,9C
B1509,98.0,AI032_2026-04-19_072641,CANCELLED,2025-09-25 11:37:36.952,14F
B1510,197.0,AI236_2026-04-19_045241,CANCELLED,2025-05-11 11:37:36.952,19F
B1511,593.0,6F094_2026-04-19_073741,CANCELLED,2025-12-24 11:37:36.952,15C
B1512,826.0,UK163_2026-04-19_072241,PENDING,2025-12-21 11:37:36.952,4A
B1513,385.0,UK163_2026-04-19_072241,CONFIRMED,2025-06-30 11:37:36.952,32B
B1514,67.0,SJ045_2026-04-19_041641,CANCELLED,2025-05-07 11:37:36.952,21E
B1515,883.0,SJ006_2026-04-19_082541,PENDING,2025-07-06 11:37:36.952,26A
B1516,749.0,SJ103_2026-04-19_051641,CANCELLED,2025-08-05 11:37:36.952,34F
B1517,,6F221_2026-04-19_052041,UNKNOWN,2026-01-16 11:37:36.952,31B
B1518,679.0,SJ147_2026-04-19_043041,UNKNOWN,2026-03-20 11:37:36.952,30A
B1519,406.0,SJ064_2026-04-19_062941,PENDING,2026-03-25 11:37:36.952,3C
B1520,828.0,AI028_2026-04-19_075341,CONFIRMED,2026-04-02 11:37:36.952,27A
B1521,170.0,AI148_2026-04-19_054141,PENDING,2025-11-08 11:37:36.952,31E
B1522,65.0,6F263_2026-04-19_070741,CONFIRMED,2025-08-31 11:37:36.952,1C
B1523,869.0,SJ067_2026-04-19_071741,PENDING,2025-05-19 11:37:36.952,21F
B1524,138.0,6F061_2026-04-19_072841,PENDING,2025-06-17 11:37:36.952,23D
B1525,225.0,AI254_2026-04-19_044641,UNKNOWN,2025-05-29 11:37:36.952,11E
B1526,692.0,SJ136_2026-04-19_054541,CONFIRMED,2025-11-15 11:37:36.952,17D
B1527,492.0,AI046_2026-04-19_050941,PENDING,2025-07-09 11:37:36.952,8A
B1528,838.0,UK174_2026-04-19_052741,PENDING,2026-03-28 11:37:36.952,6E
B1529,588.0,6F066_2026-04-19_060741,UNKNOWN,2025-04-30 11:37:36.952,34C
B1530,91.0,UK095_2026-04-19_052241,UNKNOWN,2025-12-08 11:37:36.952,23E
B1531,815.0,6F063_2026-04-19_044241,PENDING,2026-04-01 11:37:36.952,30F
B1532,251.0,UK118_2026-04-19_062241,PENDING,2025-04-22 11:37:36.952,30A
B1533,514.0,UK218_2026-04-19_031241,PENDING,2025-09-15 11:37:36.952,28D
B1534,597.0,UK031_2026-04-19_034541,CONFIRMED,2025-09-11 11:37:36.952,34E
B1535,845.0,UK142_2026-04-19_030341,PENDING,2026-04-02 11:37:36.952,6C
B1536,414.0,AI002_2026-04-19_051241,UNKNOWN,2025-06-01 11:37:36.952,4C
B1537,96.0,UK070_2026-04-19_043641,CONFIRMED,2025-10-08 11:37:36.952,21F
B1538,847.0,SJ121_2026-04-19_053241,PENDING,2026-03-17 11:37:36.952,8E
B1539,545.0,UK201_2026-04-19_042941,CONFIRMED,2025-06-11 11:37:36.952,20B
B1540,589.0,AI138_2026-04-19_055041,CANCELLED,2026-01-15 11:37:36.952,7E
B1541,652.0,SJ014_2026-04-19_054041,CONFIRMED,2025-12-16 11:37:36.952,26A
B1542,214.0,SJ053_2026-04-19_050041,PENDING,2025-12-13 11:37:36.952,14F
B1543,358.0,SJ241_2026-04-19_035741,CANCELLED,2025-06-16 11:37:36.952,4F
B1544,458.0,AI249_2026-04-19_033841,CANCELLED,2025-09-01 11:37:36.952,16A
B1545,625.0,AI176_2026-04-19_042041,PENDING,2026-03-08 11:37:36.952,8A
B1546,229.0,SJ234_2026-04-19_042041,PENDING,2026-04-02 11:37:36.952,32B
B1547,477.0,6F115_2026-04-19_044141,PENDING,2025-04-18 11:37:36.952,16C
B1548,72.0,AI020_2026-04-19_035341,CONFIRMED,2025-10-04 11:37:36.952,7E
B1549,48.0,AI020_2026-04-19_035341,CONFIRMED,2025-12-16 11:37:36.952,24A
B1550,804.0,6F079_2026-04-19_021441,CONFIRMED,2025-12-06 11:37:36.952,10D
B1551,824.0,6F104_2026-04-19_053941,UNKNOWN,2025-11-14 11:37:36.952,8E
B1552,699.0,UK046_2026-04-19_033741,PENDING,2026-02-06 11:37:36.952,32D
B1553,207.0,SJ217_2026-04-19_025741,CONFIRMED,2025-11-15 11:37:36.952,33D
B1554,,6F142_2026-04-19_020541,CANCELLED,2025-08-26 11:37:36.952,8D
B1555,170.0,SJ139_2026-04-19_022041,CONFIRMED,2026-04-04 11:37:36.952,3B
B1556,32.0,6F059_2026-04-19_011241,CANCELLED,2026-01-18 11:37:36.952,31D
B1557,718.0,6F067_2026-04-19_025941,PENDING,2025-08-10 11:37:36.952,17A
B1558,665.0,AI007_2026-04-19_040141,PENDING,2025-08-07 11:37:36.952,27A
B1559,121.0,UK202_2026-04-19_011141,CONFIRMED,2026-01-20 11:37:36.952,5F
B1560,573.0,AI200_2026-04-19_020541,CONFIRMED,2026-03-07 11:37:36.952,18C
B1561,403.0,UK172_2026-04-19_022041,PENDING,2026-01-27 11:37:36.952,18C
B1562,746.0,6F214_2026-04-19_012141,CONFIRMED,2025-05-01 11:37:36.952,10B
B1563,679.0,UK037_2026-04-19_011041,PENDING,2025-09-11 11:37:36.952,27B
B1564,392.0,AI022_2026-04-19_031541,PENDING,2025-08-14 11:37:36.952,17F
B1565,634.0,AI243_2026-04-19_025041,CANCELLED,2026-02-06 11:37:36.952,20D
B1566,455.0,SJ174_2026-04-19_040941,CONFIRMED,2025-10-08 11:37:36.952,29F
B1567,,SJ079_2026-04-19_015841,PENDING,2025-11-13 11:37:36.952,9A
B1568,292.0,UK097_2026-04-19_004941,CONFIRMED,2025-12-21 11:37:36.952,21A
B1569,191.0,AI013_2026-04-19_034141,CANCELLED,2025-12-26 11:37:36.952,14E
B1570,557.0,UK196_2026-04-19_003241,CANCELLED,2025-11-21 11:37:36.952,25E
B1571,297.0,SJ213_2026-04-19_011941,CONFIRMED,2025-11-06 11:37:36.952,2C
B1572,336.0,UK119_2026-04-19_002141,CONFIRMED,2025-05-26 11:37:36.952,5D
B1573,419.0,AI043_2026-04-19_002841,PENDING,2026-03-18 11:37:36.952,19B
B1574,,AI043_2026-04-19_002841,CANCELLED,2025-04-29 11:37:36.952,18A
B1575,744.0,AI143_2026-04-19_035841,CANCELLED,2025-06-16 11:37:36.952,2B
B1576,587.0,SJ032_2026-04-19_021141,UNKNOWN,2025-10-20 11:37:36.952,6F
B1577,,6F050_2026-04-19_003541,CONFIRMED,2026-01-24 11:37:36.952,23A
B1578,549.0,AI134_2026-04-19_002841,PENDING,2025-12-25 11:37:36.952,6B
B1579,412.0,6F182_2026-04-19_021041,CONFIRMED,2025-04-24 11:37:36.952,28E
B1580,861.0,SJ086_2026-04-19_003241,CONFIRMED,2025-10-08 11:37:36.952,20D
B1581,119.0,6F170_2026-04-19_024441,CONFIRMED,2025-08-06 11:37:36.952,3D
B1582,83.0,UK168_2026-04-19_032041,PENDING,2025-04-24 11:37:36.952,34B
B1583,,SJ072_2026-04-19_011841,UNKNOWN,2026-02-22 11:37:36.952,33D
B1584,524.0,UK075_2026-04-18_231541,CANCELLED,2025-04-28 11:37:36.952,21C
B1585,27.0,6F233_2026-04-18_235641,CANCELLED,2026-01-08 11:37:36.952,1C
B1586,649.0,SJ143_2026-04-19_025541,CANCELLED,2025-11-13 11:37:36.952,25B
B1587,480.0,SJ246_2026-04-19_024741,PENDING,2025-06-28 11:37:36.952,34E
B1588,300.0,SJ247_2026-04-18_233841,CONFIRMED,2025-11-04 11:37:36.952,10B
B1589,268.0,UK157_2026-04-19_024141,PENDING,2025-08-31 11:37:36.952,3D
B1590,120.0,UK069_2026-04-19_011041,CONFIRMED,2026-04-01 11:37:36.952,25B
B1591,265.0,AI106_2026-04-19_020741,CANCELLED,2025-11-20 11:37:36.952,8A
B1592,158.0,UK085_2026-04-19_021541,CONFIRMED,2025-11-17 11:37:36.952,24F
B1593,648.0,6F087_2026-04-18_232441,UNKNOWN,2025-09-24 11:37:36.952,1A
B1594,845.0,AI067_2026-04-18_233641,CONFIRMED,2025-06-01 11:37:36.952,25E
B1595,22.0,6F226_2026-04-19_003841,PENDING,2026-01-07 11:37:36.952,4E
B1596,91.0,SJ210_2026-04-18_232141,CONFIRMED,2025-12-20 11:37:36.952,15E
