flight_key,flight_id,airline_key,route_key,date_key,departure_time,arrival_time,duration_minutes,is_overnight,is_anomaly,is_airline_missing
SJ061_2026-04-20_063841,SJ061,1,23,1,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,177.0,False,False,False
AI047_2026-04-20_063641,AI047,5,1,1,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,47.0,False,False,True
UK210_2026-04-20_063541,UK210,3,18,1,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,55.0,False,False,False
AI088_2026-04-20_063441,AI088,5,11,1,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,216.0,False,False,True
UK177_2026-04-20_062141,UK177,3,4,1,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,269.0,False,False,False
AI128_2026-04-20_060741,AI128,5,2,1,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,236.0,False,False,True
AI158_2026-04-20_060441,AI158,2,12,1,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,177.0,False,False,False
UK206_2026-04-20_060141,UK206,3,23,1,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,273.0,False,False,False
SJ138_2026-04-20_055541,SJ138,5,6,1,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,48.0,False,False,True
AI034_2026-04-20_054841,AI034,2,10,1,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,283.0,False,False,False
AI012_2026-04-20_054441,AI012,2,2,1,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,243.0,False,False,False
6F083_2026-04-20_052441,6F083,4,30,1,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,39.0,False,False,False
SJ083_2026-04-20_051341,SJ083,1,23,1,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,184.0,False,False,False
SJ186_2026-04-20_051141,SJ186,1,12,1,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,131.0,False,False,False
UK001_2026-04-20_050641,UK001,3,12,1,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,85.0,False,False,False
AI217_2026-04-20_045741,AI217,2,22,1,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,137.0,False,False,False
6F178_2026-04-20_044841,6F178,4,2,1,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,263.0,False,False,False
UK015_2026-04-20_044641,UK015,3,6,1,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,107.0,False,False,False
AI112_2026-04-20_044141,AI112,2,7,1,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,223.0,False,False,False
UK100_2026-04-20_044041,UK100,3,22,1,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,152.0,False,False,False
6F133_2026-04-20_043841,6F133,4,23,1,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,107.0,False,False,False
AI227_2026-04-20_043141,AI227,2,27,1,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,226.0,False,False,False
UK093_2026-04-20_043141,UK093,3,15,1,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,50.0,False,False,False
UK203_2026-04-20_041241,UK203,3,29,1,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,72.0,False,False,False
UK154_2026-04-20_040041,UK154,3,19,1,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,237.0,False,False,False
UK073_2026-04-20_035941,UK073,3,25,1,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,250.0,False,False,False
AI164_2026-04-20_035741,AI164,2,7,1,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,108.0,False,False,False
UK008_2026-04-20_035741,UK008,3,22,1,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,37.0,False,False,False
UK051_2026-04-20_035541,UK051,3,13,1,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,180.0,False,False,False
UK208_2026-04-20_035441,UK208,3,18,1,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,297.0,False,False,False
AI150_2026-04-20_035141,AI150,2,8,1,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,47.0,False,False,False
AI189_2026-04-20_034441,AI189,2,12,1,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0,False,False,False
6F230_2026-04-20_033441,6F230,4,22,1,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,193.0,False,False,False
6F169_2026-04-20_032741,6F169,4,8,1,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,279.0,False,False,False
AI205_2026-04-20_032641,AI205,2,6,1,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,108.0,False,False,False
AI103_2026-04-20_032641,AI103,2,6,1,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,38.0,False,False,False
6F250_2026-04-20_032641,6F250,5,7,1,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,244.0,False,False,True
AI246_2026-04-20_032241,AI246,2,26,1,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,199.0,False,False,False
6F187_2026-04-20_031941,6F187,4,16,1,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,258.0,False,False,False
AI082_2026-04-20_031941,AI082,2,18,1,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0,False,False,False
UK116_2026-04-20_031841,UK116,3,28,1,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,228.0,False,False,False
SJ169_2026-04-20_031041,SJ169,1,16,1,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,286.0,False,False,False
AI175_2026-04-20_030841,AI175,2,5,1,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,227.0,False,False,False
SJ098_2026-04-20_030241,SJ098,1,14,1,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,35.0,False,False,False
SJ191_2026-04-20_030141,SJ191,1,6,1,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,82.0,False,False,False
SJ017_2026-04-20_025741,SJ017,1,9,1,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,123.0,False,False,False
UK188_2026-04-20_025541,UK188,3,23,1,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,49.0,False,False,False
AI196_2026-04-20_025241,AI196,2,19,1,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,93.0,False,False,False
AI068_2026-04-20_024841,AI068,2,26,1,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.00496666666666,False,False,False
SJ097_2026-04-20_023741,SJ097,1,2,1,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,170.0,False,False,False
SJ030_2026-04-20_023641,SJ030,1,4,1,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,43.0,False,False,False
6F179_2026-04-20_022541,6F179,4,14,1,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0,False,False,False
6F156_2026-04-20_022341,6F156,4,3,1,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,154.0,False,False,False
6F250_2026-04-20_022341,6F250,5,22,1,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,33.0,False,False,True
SJ057_2026-04-20_021741,SJ057,1,2,1,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,192.0,False,False,False
6F036_2026-04-20_021441,6F036,4,22,1,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,283.0,False,False,False
6F201_2026-04-20_020941,6F201,4,28,1,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,280.0,False,False,False
6F143_2026-04-20_020941,6F143,4,12,1,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,239.0,False,False,False
6F177_2026-04-20_020341,6F177,4,14,1,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,142.0,False,False,False
6F031_2026-04-20_020041,6F031,4,26,1,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,277.0,False,False,False
UK165_2026-04-20_015141,UK165,3,7,1,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,253.0,False,False,False
6F122_2026-04-20_014441,6F122,4,7,1,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,224.0,False,False,False
AI009_2026-04-20_013141,AI009,5,18,1,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,154.0,False,False,True
6F046_2026-04-20_012741,6F046,4,7,1,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,221.0,False,False,False
AI051_2026-04-20_012741,AI051,2,23,1,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,55.0,False,False,False
UK222_2026-04-20_012241,UK222,3,2,1,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,95.0,False,False,False
SJ127_2026-04-20_012141,SJ127,1,8,1,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,157.0,False,False,False
AI226_2026-04-20_011941,AI226,5,29,1,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,169.0,False,False,True
AI216_2026-04-20_011041,AI216,2,2,1,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,84.0,False,False,False
6F058_2026-04-20_010441,6F058,4,2,1,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,149.0,False,False,False
SJ207_2026-04-20_005241,SJ207,1,18,1,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,193.0,False,False,False
SJ198_2026-04-20_004741,SJ198,1,28,1,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0,False,False,False
SJ108_2026-04-20_004041,SJ108,1,29,1,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,156.0,False,False,False
SJ155_2026-04-20_003841,SJ155,1,18,1,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,300.0,False,False,False
6F193_2026-04-20_003441,6F193,4,16,1,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,118.0,False,False,False
6F019_2026-04-20_001941,6F019,4,6,1,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,235.0,False,False,False
AI102_2026-04-20_001741,AI102,2,22,1,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,291.0,False,False,False
6F166_2026-04-20_000341,6F166,4,2,1,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,270.0,False,False,False
UK175_2026-04-19_235641,UK175,3,6,2,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,202.0,True,False,False
6F010_2026-04-19_235341,6F010,4,7,2,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,231.0,True,False,False
AI234_2026-04-19_235041,AI234,2,16,2,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,104.0,True,False,False
UK135_2026-04-19_235041,UK135,3,13,2,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,113.0,True,False,False
6F272_2026-04-19_233541,6F272,5,14,2,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,True,False,True
AI061_2026-04-19_233141,AI061,2,2,2,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0,True,False,False
6F070_2026-04-19_232341,6F070,4,13,2,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,181.0,True,False,False
AI015_2026-04-19_232141,AI015,2,25,2,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,114.0,True,False,False
SJ076_2026-04-19_230141,SJ076,1,9,2,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,181.0,True,False,False
SJ029_2026-04-19_225541,SJ029,5,13,2,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,87.0,True,False,True
SJ194_2026-04-19_224641,SJ194,1,12,2,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,225.0,True,False,False
AI235_2026-04-19_224541,AI235,2,29,2,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,207.0,True,False,False
SJ048_2026-04-19_224341,SJ048,1,23,2,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,96.0,True,False,False
SJ114_2026-04-19_224241,SJ114,1,13,2,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,200.0,True,False,False
SJ146_2026-04-19_223741,SJ146,1,24,2,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,True,False,False
UK041_2026-04-19_223741,UK041,3,14,2,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,67.0,False,False,False
6F075_2026-04-19_222041,6F075,4,2,2,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,282.0,True,False,False
SJ020_2026-04-19_221841,SJ020,1,6,2,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,249.0,True,False,False
SJ099_2026-04-19_221441,SJ099,5,23,2,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,140.0,True,False,True
6F078_2026-04-19_220441,6F078,4,2,2,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,93.0,False,False,False
UK219_2026-04-19_220341,UK219,3,5,2,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,258.0,True,False,False
UK223_2026-04-19_215841,UK223,3,12,2,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,32.0,False,False,False
UK227_2026-04-19_215741,UK227,3,5,2,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,230.0,True,False,False
6F260_2026-04-19_215141,6F260,5,12,2,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,203.0,True,False,True
AI096_2026-04-19_214841,AI096,2,12,2,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,298.0,True,False,False
6F022_2026-04-19_214641,6F022,4,23,2,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,259.0,True,False,False
6F237_2026-04-19_214141,6F237,4,14,2,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,183.0,True,False,False
UK146_2026-04-19_214041,UK146,3,16,2,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,148.0,True,False,False
SJ015_2026-04-19_214041,SJ015,1,2,2,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,72.0,False,False,False
AI108_2026-04-19_213241,AI108,2,25,2,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,165.0,True,False,False
UK020_2026-04-19_212341,UK020,3,23,2,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,75.0,False,False,False
6F113_2026-04-19_210441,6F113,4,2,2,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,266.0,True,False,False
6F112_2026-04-19_210041,6F112,4,13,2,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,False,False
6F246_2026-04-19_210041,6F246,4,13,2,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,False,False
UK158_2026-04-19_204941,UK158,3,16,2,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,33.0,False,False,False
UK159_2026-04-19_204541,UK159,3,22,2,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,167.0,False,False,False
UK084_2026-04-19_204441,UK084,3,11,2,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,216.0,True,False,False
SJ206_2026-04-19_204341,SJ206,1,18,2,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,278.0,True,False,False
UK044_2026-04-19_203141,UK044,3,6,2,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,178.0,False,False,False
SJ036_2026-04-19_202441,SJ036,1,4,2,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,210.0,False,False,False
6F176_2026-04-19_202342,6F176,4,12,2,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,180.0,False,False,False
6F148_2026-04-19_202341,6F148,4,28,2,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,127.0,False,False,False
6F202_2026-04-19_201841,6F202,4,24,2,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,210.0,False,False,False
6F071_2026-04-19_201841,6F071,4,18,2,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,253.0,True,False,False
AI105_2026-04-19_201641,AI105,2,12,2,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,107.0,False,False,False
AI241_2026-04-19_201141,AI241,2,24,2,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,127.0,False,False,False
SJ162_2026-04-19_201141,SJ162,1,4,2,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,139.0,False,False,False
6F003_2026-04-19_200641,6F003,4,17,2,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,False,False,False
6F249_2026-04-19_200641,6F249,4,17,2,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,False,False,False
AI237_2026-04-19_195841,AI237,2,2,2,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,195.0,False,False,False
SJ134_2026-04-19_195841,SJ134,1,2,2,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,257.0,True,False,False
AI071_2026-04-19_195541,AI071,2,16,2,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,183.0,False,False,False
6F118_2026-04-19_195241,6F118,4,20,2,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,69.0,False,False,False
6F014_2026-04-19_194241,6F014,4,9,2,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,213.0,False,False,False
6F065_2026-04-19_194041,6F065,4,23,2,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,163.0,False,False,False
6F271_2026-04-19_193341,6F271,5,14,2,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,199.0,False,False,True
SJ070_2026-04-19_185541,SJ070,1,21,2,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,113.0,False,False,False
6F007_2026-04-19_185541,6F007,4,14,2,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,59.0,False,False,False
UK007_2026-04-19_185041,UK007,3,4,2,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,134.0,False,False,False
AI097_2026-04-19_184241,AI097,2,14,2,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,292.0,False,False,False
6F256_2026-04-19_184041,6F256,5,2,2,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,33.0,False,False,True
UK047_2026-04-19_184041,UK047,3,29,2,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,245.0,False,False,False
AI024_2026-04-19_183841,AI024,2,3,2,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,67.0,False,False,False
UK113_2026-04-19_183441,UK113,3,12,2,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,264.0,False,False,False
SJ163_2026-04-19_183241,SJ163,1,4,2,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,276.0,False,False,False
SJ208_2026-04-19_183241,SJ208,1,4,2,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,61.0,False,False,False
SJ221_2026-04-19_183141,SJ221,1,19,2,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,286.0,False,False,False
SJ084_2026-04-19_183141,SJ084,1,14,2,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,59.0,False,False,False
6F127_2026-04-19_182741,6F127,4,17,2,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,241.0,False,False,False
AI122_2026-04-19_182541,AI122,2,2,2,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,251.0,False,False,False
AI139_2026-04-19_182341,AI139,2,14,2,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,61.0,False,False,False
UK149_2026-04-19_182241,UK149,3,11,2,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,286.0,False,False,False
AI149_2026-04-19_181941,AI149,2,5,2,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,197.0,False,False,False
SJ243_2026-04-19_181741,SJ243,1,30,2,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,286.0,False,False,False
AI053_2026-04-19_180441,AI053,2,12,2,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,255.0,False,False,False
UK061_2026-04-19_175841,UK061,3,6,2,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,110.0,False,False,False
SJ004_2026-04-19_175241,SJ004,1,11,2,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,189.0,False,False,False
AI173_2026-04-19_173641,AI173,2,13,2,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,291.0,False,False,False
6F085_2026-04-19_173241,6F085,4,14,2,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,120.00496666666666,False,False,False
AI252_2026-04-19_173041,AI252,5,13,2,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,264.0,False,False,True
SJ109_2026-04-19_172441,SJ109,1,8,2,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,184.0,False,False,False
UK123_2026-04-19_172441,UK123,3,8,2,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,174.0,False,False,False
6F125_2026-04-19_170941,6F125,4,2,2,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,244.0,False,False,False
UK183_2026-04-19_170741,UK183,3,25,2,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,83.0,False,False,False
AI110_2026-04-19_170741,AI110,2,2,2,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,293.0,False,False,False
UK105_2026-04-19_170441,UK105,3,20,2,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,67.0,False,False,False
6F128_2026-04-19_165641,6F128,4,13,2,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,67.0,False,False,False
6F224_2026-04-19_165341,6F224,4,9,2,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,119.0,False,False,False
SJ130_2026-04-19_165341,SJ130,1,8,2,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,240.0,False,False,False
AI224_2026-04-19_165141,AI224,2,4,2,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,285.0,False,False,False
SJ182_2026-04-19_164841,SJ182,1,28,2,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,48.0,False,False,False
UK164_2026-04-19_164641,UK164,3,5,2,2026-04-19 16:46:41.703,2026-04-19 21:10:41.703,264.0,False,False,False
AI161_2026-04-19_164041,AI161,2,28,2,2026-04-19 16:40:41.703,2026-04-19 19:40:41.703,180.0,False,False,False
6F206_2026-04-19_163941,6F206,4,10,2,2026-04-19 16:39:41.703,2026-04-19 20:59:41.703,260.0,False,False,False
SJ204_2026-04-19_163441,SJ204,1,12,2,2026-04-19 16:34:41.703,2026-04-19 18:15:41.703,101.0,False,False,False
AI206_2026-04-19_163041,AI206,2,1,2,2026-04-19 16:30:41.703,2026-04-19 20:01:41.703,211.0,False,False,False
6F140_2026-04-19_163041,6F140,4,20,2,2026-04-19 16:30:41.702,2026-04-19 18:21:41.702,111.0,False,False,False
6F253_2026-04-19_162641,6F253,5,23,2,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,118.0,False,False,True
SJ203_2026-04-19_162241,SJ203,5,4,2,2026-04-19 16:22:41.703,2026-04-19 18:27:41.703,125.0,False,False,True
SJ161_2026-04-19_162241,SJ161,1,23,2,2026-04-19 16:22:41.703,2026-04-19 17:04:41.703,42.0,False,False,False
AI098_2026-04-19_160141,AI098,2,14,2,2026-04-19 16:01:41.702,2026-04-19 18:11:41.702,130.0,False,False,False
AI168_2026-04-19_155041,AI168,5,18,2,2026-04-19 15:50:41.703,2026-04-19 20:20:41.703,270.0,False,False,True
UK190_2026-04-19_154941,UK190,3,7,2,2026-04-19 15:49:41.703,2026-04-19 18:53:41.703,184.0,False,False,False
AI085_2026-04-19_154541,AI085,2,4,2,2026-04-19 15:45:41.702,2026-04-19 20:33:41.702,288.0,False,False,False
AI076_2026-04-19_153741,AI076,2,6,2,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,35.0,False,False,False
UK130_2026-04-19_153641,UK130,3,23,2,2026-04-19 15:36:41.702,2026-04-19 19:43:41.702,247.0,False,False,False
6F038_2026-04-19_153641,6F038,4,14,2,2026-04-19 15:36:41.701,2026-04-19 19:33:41.701,237.0,False,False,False
UK110_2026-04-19_152641,UK110,3,13,2,2026-04-19 15:26:41.702,2026-04-19 20:13:41.702,287.0,False,False,False
SJ013_2026-04-19_152541,SJ013,1,9,2,2026-04-19 15:25:41.701,2026-04-19 19:54:41.701,269.0,False,False,False
AI039_2026-04-19_152441,AI039,2,23,2,2026-04-19 15:24:41.701,2026-04-19 18:56:41.701,212.0,False,False,False
AI248_2026-04-19_151741,AI248,2,12,2,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,78.0,False,False,False
6F199_2026-04-19_151541,6F199,4,9,2,2026-04-19 15:15:41.703,2026-04-19 17:32:41.703,137.0,False,False,False
AI225_2026-04-19_150541,AI225,2,26,2,2026-04-19 15:05:41.703,2026-04-19 16:01:41.703,56.0,False,False,False
SJ028_2026-04-19_150441,SJ028,1,28,2,2026-04-19 15:04:41.701,2026-04-19 19:32:41.701,268.0,False,False,False
SJ012_2026-04-19_150141,SJ012,1,24,2,2026-04-19 15:01:41.701,2026-04-19 16:12:41.701,71.0,False,False,False
SJ131_2026-04-19_150041,SJ131,1,19,2,2026-04-19 15:00:41.702,2026-04-19 16:07:41.702,67.0,False,False,False
AI010_2026-04-19_150041,AI010,2,5,2,2026-04-19 15:00:41.701,2026-04-19 19:48:41.701,288.0,False,False,False
6F020_2026-04-19_145841,6F020,4,5,2,2026-04-19 14:58:41.701,2026-04-19 16:43:41.701,105.0,False,False,False
SJ038_2026-04-19_145741,SJ038,1,30,2,2026-04-19 14:57:41.701,2026-04-19 17:46:41.701,169.0,False,False,False
UK204_2026-04-19_144641,UK204,3,30,2,2026-04-19 14:46:41.703,2026-04-19 16:24:41.703,98.0,False,False,False
AI036_2026-04-19_144541,AI036,2,2,2,2026-04-19 14:45:41.701,2026-04-19 16:16:41.701,91.0,False,False,False
AI100_2026-04-19_144241,AI100,5,28,2,2026-04-19 14:42:41.702,2026-04-19 18:22:41.702,220.0,False,False,True
SJ215_2026-04-19_143741,SJ215,1,12,2,2026-04-19 14:37:41.703,2026-04-19 16:12:41.703,95.0,False,False,False
UK155_2026-04-19_143441,UK155,3,19,2,2026-04-19 14:34:41.703,2026-04-19 18:37:41.703,243.0,False,False,False
SJ173_2026-04-19_142741,SJ173,1,20,2,2026-04-19 14:27:41.703,2026-04-19 16:09:41.703,102.0,False,False,False
UK179_2026-04-19_142541,UK179,3,4,2,2026-04-19 14:25:41.703,2026-04-19 19:15:41.703,290.0,False,False,False
UK221_2026-04-19_141841,UK221,3,12,2,2026-04-19 14:18:41.704,2026-04-19 18:44:41.704,266.0,False,False,False
UK023_2026-04-19_141541,UK023,3,9,2,2026-04-19 14:15:41.701,2026-04-19 19:03:41.701,288.0,False,False,False
SJ107_2026-04-19_141041,SJ107,1,16,2,2026-04-19 14:10:41.702,2026-04-19 18:38:41.702,268.0,False,False,False
AI073_2026-04-19_140841,AI073,2,26,2,2026-04-19 14:08:41.702,2026-04-19 16:10:41.702,122.0,False,False,False
SJ187_2026-04-19_140741,SJ187,1,23,2,2026-04-19 14:07:41.703,2026-04-19 17:30:41.703,203.0,False,False,False
UK058_2026-04-19_134641,UK058,3,3,2,2026-04-19 13:46:41.701,2026-04-19 17:04:41.701,198.0,False,False,False
SJ063_2026-04-19_133841,SJ063,1,3,2,2026-04-19 13:38:41.701,2026-04-19 15:23:41.701,105.0,False,False,False
SJ062_2026-04-19_133741,SJ062,1,29,2,2026-04-19 13:37:41.701,2026-04-19 17:06:41.701,209.0,False,False,False
UK048_2026-04-19_133641,UK048,3,11,2,2026-04-19 13:36:41.701,2026-04-19 18:21:41.701,285.0,False,False,False
AI181_2026-04-19_132941,AI181,2,19,2,2026-04-19 13:29:41.703,2026-04-19 16:55:41.703,206.0,False,False,False
AI003_2026-04-19_132741,AI003,2,29,2,2026-04-19 13:27:41.701,2026-04-19 16:55:41.701,208.0,False,False,False
6F041_2026-04-19_131941,6F041,4,3,2,2026-04-19 13:19:41.701,2026-04-19 16:48:41.701,209.0,False,False,False
